79,"Kent St.
   13 seed, R64"
80,"Nevada
   11 seed, R68"
81,Santa Clara
82,Yale
83,"Oral Roberts
   12 seed, R64"
84,Florida
85,Wake Forest
86,Wichita St.
87,Hofstra
88,Toledo
89,"Louisiana Lafayette
   13 seed, R64"
90,South Alabama
91,Marshall
92,Bradley
93,"Princeton
   15 seed, Sweet Sixteen"
94,Nebraska
95,Indiana St.
96,"Furman
   13 seed, R32"
97,UNLV
98,Saint Louis
99,"Vermont
   15 seed, R64"
100,"Montana St.
   14 seed, R64"
Rk,Team
101,UC Irvine
102,San Francisco
103,San Jose St.
104,Charlotte
105,Temple
106,Tulane
107,Southern Miss
108,Colorado St.
109,"Colgate
   15 seed, R64"
110,Washington
111,UNC Greensboro
112,Akron
113,Mississippi
114,James Madison
115,"Kennesaw St.
   14 seed, R64"
116,"Grand Canyon
   14 seed, R64"
117,Southern Utah
118,Cal St. Fullerton
119,Penn
120,UMass Lowell
121,Duquesne
122,Middle Tennessee
123,Butler
124,"UC Santa Barbara
   14 seed, R64"
125,Towson
Rk,Team
126,Tarleton St.
127,Belmont
128,Loyola Marymount
129,Eastern Washington
130,Davidson
131,Syracuse
132,Fresno St.
133,Utah Tech
134,Notre Dame
135,Hawaii
136,Georgia Tech
137,Air Force
138,Ohio
139,DePaul
140,South Florida
141,Stephen F. Austin
142,Samford
143,LSU
144,Southern Illinois
145,Missouri St.
146,Eastern Kentucky
147,Portland
148,Troy
149,Fordham
150,Wyoming
Rk,Team
151,"Northern Kentucky
   16 seed, R64"
152,Appalachian St.
153,Long Beach St.
154,Youngstown St.
155,UNC Wilmington
156,Boston College
157,UC Riverside
158,SMU
159,Georgia
160,George Mason
161,Seattle
162,Cal Baptist
163,Longwood
164,Brown
165,UTEP
166,Richmond
167,Cornell
168,Montana
169,Pacific
170,UC Davis
171,Chattanooga
172,North Carolina Central
173,Louisiana Tech
174,Cleveland St.
175,Radford
Rk,Team
176,Lipscomb
177,Ball St.
178,Grambling St.
179,Saint Joseph's
180,Stetson
181,Western Kentucky
182,Harvard
183,Drexel
184,"UNC Asheville
   15 seed, R64"
185,Quinnipiac
186,St. Bonaventure
187,"Texas A&M Corpus Chris
   16 seed, R64"
188,East Carolina
189,Pepperdine
190,Georgia Southern
191,Texas St.
192,Buffalo
193,St. Thomas
194,George Washington
195,Old Dominion
196,Navy
197,Wright St.
198,Abilene Christian
199,FIU
200,Weber St.
Rk,Team
201,South Dakota St.
202,Florida Gulf Coast
203,Georgetown
204,Queens
205,Florida St.
206,New Mexico St.
207,Minnesota
208,Gardner Webb
209,Morehead St.
210,Northern Arizona
211,Rice
212,South Carolina
213,La Salle
214,Massachusetts
215,Oregon St.
216,Bryant
217,Mercer
218,"Howard
   16 seed, R64"
219,San Diego
220,Detroit
221,Northern Iowa
222,Rider
223,Norfolk St.
224,Siena
225,Campbell
Rk,Team
226,Jacksonville
227,North Florida
228,Murray St.
229,Northwestern St.
230,Loyola Chicago
231,Jacksonville St.
232,Northern Colorado
233,UT Arlington
234,North Dakota St.
235,Portland St.
236,Delaware
237,UC San Diego
238,Wofford
239,Army
240,Milwaukee
241,Rhode Island
242,Robert Morris
243,Fort Wayne
244,Western Carolina
245,Canisius
246,Northern Illinois
247,Idaho St.
248,USC Upstate
249,Winthrop
250,UMBC
Rk,Team
251,East Tennessee St.
252,North Alabama
253,Bellarmine
254,Mount St. Mary's
255,Sacramento St.
256,UTSA
257,Niagara
258,Dartmouth
259,UT Rio Grande Valley
260,Alcorn St.
261,Southeastern Louisiana
262,SIU Edwardsville
263,Louisville
264,"Fairleigh Dickinson
   16 seed, R32"
265,California
266,Lafayette
267,Fairfield
268,"Southeast Missouri St.
   16 seed, R68"
269,Miami OH
270,North Dakota
271,Maryland Eastern Shore
272,Marist
273,Louisiana Monroe
274,Prairie View A&M
275,Nicholls St.
Rk,Team
276,Denver
277,Merrimack
278,Tennessee St.
279,Bowling Green
280,Oakland
281,Tennessee Martin
282,New Hampshire
283,Tennessee Tech
284,American
285,Illinois Chicago
286,Arkansas St.
287,Maine
288,Lehigh
289,Bucknell
290,Valparaiso
291,Coastal Carolina
292,Cal Poly
293,"Texas Southern
   16 seed, R68"
294,Boston University
295,High Point
296,Georgia St.
297,Illinois St.
298,Southern Indiana
299,Cal St. Bakersfield
300,Tulsa
Rk,Team
301,Charleston Southern
302,Southern
303,Northeastern
304,Western Illinois
305,South Dakota
306,Binghamton
307,Chicago St.
308,Idaho
309,Jackson St.
310,Alabama A&M
311,Wagner
312,Saint Peter's
313,Manhattan
314,William & Mary
315,Eastern Michigan
316,Texas A&M Commerce
317,Elon
318,Loyola MD
319,NJIT
320,Arkansas Pine Bluff
321,Nebraska Omaha
322,Morgan St.
323,Stonehill
324,North Carolina A&T
325,New Orleans
Rk,Team
326,St. Francis PA
327,Little Rock
328,Central Arkansas
329,Cal St. Northridge
330,McNeese St.
331,Austin Peay
332,UMKC
333,Western Michigan
334,Incarnate Word
335,Sacred Heart
336,The Citadel
337,Stony Brook
338,Columbia
339,Presbyterian
340,Coppin St.
341,South Carolina St.
342,Central Michigan
343,Holy Cross
344,Central Connecticut
345,Lindenwood
346,Albany
347,Bethune Cookman
348,Hampton
349,Monmouth
350,Houston Christian
351,Eastern Illinois
352,Evansville
353,St. Francis NY
354,VMI
355,Alabama St.
356,Lamar
357,Mississippi Valley St.
358,Florida A&M
359,Delaware St.
360,IUPUI
361,Green Bay
362,Hartford
363,LIU Brooklyn
Rk,Team
